danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist
0.53,0.988,7,-2.406,1,0.121,0.000285,0,0.222,0.521,101.28,No More,Disturbed
0.532,0.889,1,-5.474,1,0.0543,6.57e-05,0.00706,0.0943,0.508,93.994,Citizen Radio,Egypt Central
0.143,0.919,9,-4.438,1,0.11,2.57e-05,0.00427,0.134,0.201,172.668,Machinehead,Bush
0.531,0.956,2,-3.727,0,0.109,0.0191,3.48e-06,0.0738,0.629,160.036,Not The Only One,Papa Roach
0.541,0.916,7,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,Nobody Praying For Me,Seether
0.582,0.936,2,-3.427,1,0.0382,0.0482,9.13e-06,0.341,0.372,102.019,Who Do You Trust?,Papa Roach
0.387,0.94,5,-4.16,0,0.0528,0.00369,0,0.0759,0.444,134.876,Satellite,Rise Against
0.584,0.931,9,-2.962,1,0.0722,0.00707,0,0.341,0.796,136.092,Feel Like Home,Papa Roach
0.576,0.654,9,-6.343,0,0.0331,0.312,1.42e-05,0.109,0.282,81.011,Problems,Papa Roach
0.549,0.969,1,-2.763,1,0.049,1.16e-05,0.106,0.104,0.348,101.055,Warrior,Disturbed
0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77e-05,0.201,0.422,98.0,Stupify,Disturbed
0.52,0.808,0,-5.613,1,0.0527,0.012,7.02e-06,0.121,0.158,175.897,Top of the World,Papa Roach
0.517,0.887,10,-7.637,0,0.0732,0.000244,0.00258,0.151,0.531,166.008,Until The World Goes Cold,Trivium
0.455,0.76,2,-5.226,1,0.049,0.00548,0.000246,0.0792,0.36,88.456,Better Than Life,Papa Roach
0.653,0.839,10,-5.077,1,0.0685,0.0369,0,0.068,0.669,149.034,Battle Symphony,Linkin Park
0.439,0.91,0,-4.593,1,0.0901,0.00386,1.24e-05,0.133,0.252,147.999,Maniac,Papa Roach
0.449,0.992,5,-2.538,0,0.0978,1.71e-05,0,0.235,0.357,83.973,Trouble,Five Finger Death Punch
0.535,0.986,4,-4.483,1,0.0965,9.63e-05,4.9e-06,0.0821,0.353,76.473,Got Your Six,Five Finger Death Punch
0.511,0.947,7,-4.917,0,0.0457,0.00443,0,0.117,0.494,104.046,The Last Stand,Sabaton
0.455,0.998,9,-2.679,1,0.316,0.000123,4.57e-05,0.348,0.135,150.049,I Suffer Well,Papa Roach
0.614,0.914,7,-5.59,0,0.0324,0.000554,1.16e-05,0.0371,0.439,90.0,This Means War,Avenged Sevenfold
0.331,0.75,5,-5.202,1,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,How Did You Love,Shinedown
0.545,0.979,10,-4.495,0,0.109,3.38e-05,7.56e-06,0.0689,0.192,120.026,I Am Above,In Flames
0.513,0.88,7,-4.69,0,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,Stranded,Gojira
0.532,0.878,5,-4.431,0,0.0326,0.00229,0.000282,0.0771,0.579,104.026,War of Change,Thousand Foot Krutch
0.592,0.877,2,-4.05,0,0.0502,0.0095,0.000171,0.131,0.712,117.106,Soldiers,Otherwise
0.537,0.97,6,-2.391,0,0.0918,0.00109,5.49e-05,0.0928,0.581,86.044,Day Of The Dead,Hollywood Undead
0.525,0.964,5,-3.451,0,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013,One For the Money,Escape the Fate
0.27,0.964,6,-4.545,1,0.0866,3.28e-05,0.0247,0.525,0.325,99.731,Prey,Parkway Drive
0.525,0.914,11,-7.967,0,0.164,0.00107,1.51e-05,0.545,0.199,105.955,Jenny,Nothing More
0.487,0.961,4,-4.139,1,0.132,0.0415,1.15e-06,0.553,0.323,170.005,Waiting For The End,Linkin Park
0.675,0.97,8,-2.164,1,0.0613,0.00777,0,0.331,0.568,106.973,Fashionably Late,Falling In Reverse
0.508,0.749,2,-5.321,1,0.0488,0.00106,0,0.0594,0.245,136.135,Puzzle Pieces,Framing Hanley
0.515,0.883,2,-4.823,1,0.0342,0.00013,1e-05,0.0751,0.669,152.03,Lola Montez,Volbeat
0.496,0.933,5,-2.693,0,0.048,0.000116,0.0143,0.27,0.448,105.008,Breaking Skin,Nonpoint
0.437,0.97,1,-2.333,0,0.0771,2.87e-05,0,0.252,0.509,74.995,My Nemesis,Five Finger Death Punch
0.697,0.84,9,-4.602,0,0.054,0.106,0,0.748,0.452,128.034,Good Goodbye (feat. Pusha T and Stormzy),Linkin Park
0.449,0.971,10,-3.66,1,0.0476,0.00273,0,0.141,0.414,144.031,Asking For It,Shinedown
0.493,0.998,4,-3.487,0,0.109,0.000958,1.86e-06,0.252,0.437,74.99,Fake,Five Finger Death Punch
0.537,0.692,10,-4.159,1,0.0315,0.00193,0,0.114,0.286,125.037,I'll Follow You,Shinedown
0.515,0.95,2,-3.918,1,0.0526,3.94e-05,3.75e-06,0.0366,0.464,92.132,1000hp,Godsmack
0.306,0.926,1,-2.754,0,0.0912,0.000311,0.000644,0.0776,0.483,158.47,Killpop,Slipknot
0.595,0.878,5,-4.341,0,0.0401,0.000293,0.00266,0.174,0.465,93.94,Bury Me With My Guns,Bobaflex
0.489,0.833,9,-5.348,1,0.054,0.0036,1.33e-06,0.111,0.307,135.431,Right Left Wrong,Three Days Grace
0.336,0.889,2,-5.291,1,0.0523,0.000274,0.131,0.112,0.243,159.879,The Thunder Rolls - Cover,All That Remains
0.599,0.945,5,-4.604,1,0.0695,0.0601,0,0.309,0.676,84.996,Fire Up The Night,New Medicine
0.465,0.965,11,-4.578,1,0.114,0.000143,0,0.245,0.392,148.012,Battle Born,Five Finger Death Punch
0.59,0.792,7,-5.013,1,0.0603,0.000567,0,0.0448,0.663,153.023,Chalk Outline,Three Days Grace
0.423,0.818,1,-3.603,1,0.102,2.75e-05,0.000338,0.407,0.496,171.039,Psycho,Breaking Benjamin
0.436,0.772,4,-5.81,1,0.0377,0.00556,0,0.104,0.229,144.015,What If I Was Nothing,All That Remains
0.374,0.971,11,-4.284,0,0.0697,7.69e-05,0,0.322,0.701,97.625,Over It,Bullet For My Valentine
0.641,0.732,5,-7.57,1,0.0795,0.0139,2.61e-06,0.062,0.763,92.057,Footsteps,Pop Evil
0.499,0.937,6,-2.492,1,0.0605,4.54e-05,6.11e-06,0.477,0.569,90.029,Voices,Motionless In White
0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,When We Stand Together,Nickelback
0.555,0.682,0,-5.711,1,0.0269,0.0029,0,0.0662,0.383,105.987,Waiting for Superman,Daughtry
0.58,0.737,10,-4.795,1,0.0335,9.85e-05,0.0367,0.0823,0.506,92.0,Betray And Degrade,Seether
0.593,0.712,2,-6.325,0,0.0286,0.00184,0,0.128,0.473,124.013,Talking to Myself,Linkin Park
0.223,0.891,7,-4.918,1,0.133,8.6e-05,0.000422,0.107,0.558,170.6,Do You Really Want It,Nothing More
0.567,0.922,1,-3.896,1,0.21,0.00742,0,0.107,0.635,85.968,Gravity,Papa Roach
0.571,0.954,2,-3.399,0,0.0464,0.000432,0.0014,0.058,0.53,123.051,The Void,Parkway Drive
0.485,0.776,0,-5.472,0,0.0525,0.00225,0.000102,0.124,0.26,153.055,So Cold,Breaking Benjamin
0.447,0.941,2,-3.832,1,0.0492,0.00019,0.00425,0.315,0.319,95.006,Destroy The Obvious,Evans Blue
0.412,0.956,7,-4.538,0,0.0678,0.000661,0.00387,0.0717,0.137,152.025,Mad Hatter,Avenged Sevenfold
0.433,0.973,8,-4.82,1,0.145,2.38e-05,1.79e-06,0.0813,0.298,171.955,Remember When,Bad Wolves
0.516,0.987,4,-4.324,0,0.136,6.91e-05,0,0.121,0.153,95.015,Cradle to the Grave,Five Finger Death Punch
0.355,0.822,9,-6.254,1,0.0512,0.000519,0.0719,0.258,0.23,183.894,Faith,Ghost
0.428,0.959,6,-3.727,1,0.256,0.0319,0,0.0888,0.262,144.396,Roots,In This Moment
0.577,0.719,11,-5.575,0,0.0564,0.0352,0,0.079,0.615,175.979,Straight Jacket,Theory of a Deadman
0.292,0.714,2,-4.919,1,0.0316,0.000658,0.000109,0.102,0.462,151.412,Tomorrow - Remastered,Silverchair
0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19e-06,0.231,0.911,95.978,Country Song,Seether
0.179,0.953,5,-2.686,1,0.202,1.5e-05,0.00109,0.363,0.337,153.955,Tourniquet,Breaking Benjamin
0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,MONSTERS,Shinedown
0.515,0.857,5,-4.582,1,0.0511,1.25e-05,0.0954,0.486,0.669,92.028,Face to the Floor,Chevelle
0.46,0.81,11,-5.008,0,0.0557,6.54e-05,0.000189,0.123,0.38,139.671,Comedown,Bush
0.487,0.987,1,-4.71,1,0.0812,0.000651,0.0506,0.284,0.499,180.065,Looking Down The Barrel Of Today,Hatebreed
0.546,0.98,9,-3.02,0,0.0619,0.0154,0,0.31,0.478,120.037,LOST IN THE ECHO,Linkin Park
0.517,0.97,1,-3.992,1,0.0767,0.000386,0.00026,0.0413,0.476,100.036,The Sin And The Sentence,Trivium
0.613,0.919,4,-4.314,0,0.081,0.00212,0.000584,0.104,0.586,130.937,Bodies,Drowning Pool
0.483,0.962,7,-2.93,1,0.107,5.45e-05,9.61e-06,0.273,0.459,88.003,Bloody Nose,Hollywood Undead
0.708,0.749,2,-5.64,1,0.0897,0.0146,0,0.0913,0.382,96.016,Comin’ In Hot,Hollywood Undead
0.358,0.549,11,-7.843,0,0.0693,0.000799,0.00503,0.22,0.533,130.733,The Sky Is A Neighborhood,Foo Fighters
0.686,0.862,7,-3.426,1,0.034,0.00207,1.12e-05,0.148,0.472,87.48,Whatever It Takes,Hollywood Undead
0.533,0.976,0,-2.501,1,0.0814,0.00172,0,0.147,0.298,118.915,Uncomfortable,Halestorm
0.508,0.832,11,-4.395,1,0.032,0.000372,0,0.0859,0.404,136.004,Lullaby,Nickelback
0.477,0.94,9,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,In Waves,Trivium
0.405,0.995,4,-4.829,1,0.214,0.000153,3.78e-06,0.0459,0.185,90.212,Burn MF,Five Finger Death Punch
0.408,0.953,7,-3.883,1,0.226,0.00532,0,0.338,0.291,177.94,Is There Anybody out There?,Machine Head
0.405,0.606,3,-2.929,0,0.0366,0.00897,0.00101,0.143,0.188,123.777,Broken,Seether
0.294,0.92,10,-2.471,0,0.0635,4.11e-05,0.000232,0.0804,0.582,184.007,The Violence,Rise Against
0.448,0.84,1,-3.938,0,0.0361,0.0012,0,0.0883,0.235,157.985,Fix Me,10 Years
0.444,0.865,11,-2.433,1,0.0464,0.000106,1.55e-05,0.0366,0.74,188.036,Novacaine,10 Years
0.645,0.688,11,-4.749,1,0.0341,0.0107,0,0.186,0.433,139.957,Nobody Can Save Me,Linkin Park
0.465,0.96,6,-3.888,1,0.0792,0.00023,0,0.129,0.43,132.014,Adrenalize,In This Moment
0.461,0.892,6,-4.807,0,0.0901,0.00187,1.34e-06,0.0942,0.35,137.35,Go To War,Nothing More
0.446,0.927,2,-3.727,0,0.228,0.027,0,0.0931,0.274,160.031,Losing My Life,Falling In Reverse
0.461,0.987,1,-1.711,0,0.108,3.58e-05,8.48e-05,0.359,0.309,142.031,Strife,Trivium
0.532,0.845,5,-4.922,1,0.0292,0.000502,0.134,0.128,0.261,92.506,ihateit,Underoath
0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,Judas,Fozzy
0.593,0.848,11,-6.341,1,0.0408,0.000316,1.5e-06,0.067,0.47,125.026,Untraveled Road,Thousand Foot Krutch
0.478,0.898,6,-5.603,1,0.106,0.00193,0,0.0703,0.536,168.953,Lion,Hollywood Undead
0.235,0.965,2,-2.882,0,0.28,0.00887,0,0.0448,0.322,185.278,I'm Not A Vampire,Falling In Reverse
0.411,0.805,4,-5.246,0,0.0418,0.00879,2.58e-05,0.0819,0.238,83.479,Fade In / Fade Out,Nothing More
0.406,0.952,8,-2.987,1,0.0424,6.72e-06,0.0252,0.198,0.534,88.563,Beyond The Stars,Evans Blue
0.512,0.968,6,-3.874,1,0.0658,0.00456,1.24e-06,0.115,0.646,160.102,The Light,Disturbed
0.373,0.991,7,-2.101,1,0.214,0.000157,1.29e-06,0.162,0.316,197.973,Immortalized,Disturbed
0.577,0.925,2,-3.099,0,0.043,0.000939,0,0.216,0.621,112.044,Every Lie,My Darkest Days
0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0,0.111,0.48,77.011,Bully,Shinedown
0.608,0.584,1,-6.652,1,0.0352,0.00995,0,0.203,0.251,94.956,Sorry for Now,Linkin Park
0.522,0.972,11,-4.141,1,0.138,0.000292,0,0.183,0.747,151.034,Breaking Me Down,Soil
0.696,0.821,2,-2.981,0,0.0483,0.014,0,0.0421,0.604,127.006,Do Not Disturb,Halestorm
0.528,0.861,2,-4.309,1,0.0518,0.0108,0,0.268,0.591,95.02,Broken Heart,Escape the Fate
0.554,0.979,6,-3.167,1,0.0663,7.13e-05,0,0.226,0.498,96.002,Hell to Pay,Five Finger Death Punch
0.538,0.994,11,-3.603,1,0.0938,3.13e-05,0.00129,0.322,0.279,108.02,Fire in the Hole,Five Finger Death Punch
0.547,0.95,0,-3.482,1,0.0577,0.000175,0.00956,0.166,0.594,100.008,Trenches,Pop Evil
0.437,0.911,7,-5.524,1,0.0825,0.00023,2.13e-06,0.239,0.568,172.046,Lose Yourself,Saliva
0.384,0.733,7,-6.522,1,0.0318,0.0249,2.61e-05,0.114,0.314,137.834,Hunger Strike - 25th Anniversary Mix,Temple Of The Dog
0.533,0.957,5,-3.526,1,0.0573,0.000761,0.00244,0.115,0.462,99.079,Blow Me Away - Soundtrack Version,Breaking Benjamin
0.445,0.953,5,-2.463,0,0.0704,0.0106,0,0.281,0.475,172.063,Not Gonna Die,Skillet
0.524,0.914,11,-3.819,0,0.0406,0.00137,0,0.109,0.271,132.065,M.I.N.E (End This Way),Five Finger Death Punch
0.519,0.892,11,-5.285,0,0.113,0.000456,0.000525,0.572,0.559,174.027,Narcissistic Cannibal (feat. Skrillex & Kill The Noise),Korn
0.581,0.971,7,-4.019,1,0.0498,1.3e-05,0.000106,0.234,0.522,119.965,Save Your Breath,Five Finger Death Punch
0.652,0.714,0,-5.678,1,0.0562,0.145,0,0.154,0.624,112.029,Sharp Edges,Linkin Park
0.669,0.916,11,-4.228,0,0.0488,0.0108,0,0.652,0.862,116.06,Casual Sex,My Darkest Days
0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002,To Hell And Back,Sabaton
0.407,0.98,7,-1.58,1,0.107,0.00174,0.000112,0.119,0.537,131.066,Custer,Slipknot
0.471,0.985,2,-3.618,1,0.191,0.00018,4.17e-05,0.0557,0.14,135.063,Carry On,Avenged Sevenfold
0.852,0.651,8,-6.254,1,0.0411,0.0432,0.0192,0.158,0.96,131.01,Go Robot,Red Hot Chili Peppers
0.478,0.944,4,-4.71,0,0.0294,6.5e-05,0,0.146,0.618,159.972,Will the Sun Ever Rise,Five Finger Death Punch
0.493,0.936,1,-4.525,1,0.0331,8.53e-06,9.73e-05,0.358,0.683,93.501,Never Again,Breaking Benjamin
0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,Iridescent,Linkin Park
0.657,0.86,9,-2.948,1,0.0426,0.0638,0,0.113,0.474,130.016,Bad Moon,Hollywood Undead
0.295,0.98,2,-4.075,0,0.0854,3.21e-05,0,0.359,0.283,134.335,You Want a Battle? (Here's a War),Bullet For My Valentine
0.442,0.88,1,-4.187,0,0.0761,0.0424,0,0.153,0.4,142.733,The High Road,Three Days Grace
