danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist
0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,Nice For What,Drake
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,Legends,Juice WRLD
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,Everybody Dies In Their Nightmares,XXXTENTACION
0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.118,0.206,130.09,all my friends,21 Savage
0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,74.963,Don't Come Out The House (with 21 Savage),Metro Boomin
0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,Drip Too Hard (Lil Baby & Gunna),Lil Baby
0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-06,0.071,0.438,180.024,Candy Paint,Post Malone
0.772,0.812,0,-3.995,0,0.153,0.0834,0,0.115,0.655,97.407,WAKA (feat. A Boogie Wit da Hoodie),6ix9ine
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Kamikaze,Lil Mosey
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am I so in love),XXXTENTACION
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.942,0.383,10,-8.099,1,0.565,0.00195,0,0.0922,0.38,100.021,Splashin,Rich The Kid
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,REEL IT IN,Aminé
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,HUMBLE.,Kendrick Lamar
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,BUTTERFLY EFFECT,Travis Scott
0.691,0.683,0,-7.335,1,0.0954,0.547,0,0.221,0.456,140.002,Red Roses (feat. Landon Cube),Lil Skies
0.782,0.599,10,-6.817,0,0.209,0.0372,0,0.175,0.586,157.999,Crushed Up,Future
0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,Pure Cocaine,Lil Baby
0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert
0.855,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.49,122.078,Mona Lisa (feat. Kendrick Lamar),Lil Wayne
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,Black & White,Juice WRLD
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,Plug Walk,Rich The Kid
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,Hope,XXXTENTACION
0.769,0.627,7,-4.064,1,0.262,0.394,0,0.106,0.49,157.938,MoshPit (feat. Juice WRLD),Kodak Black
0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,Faucet Failure,Ski Mask The Slump God
0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,Roll In Peace (feat. XXXTENTACION),Kodak Black
0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,1-800-273-8255,Logic
0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,Drew Barrymore,Bryce Vine
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,Self Care,Mac Miller
0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,Bodak Yellow,Cardi B
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,Taking A Walk,Trippie Redd
0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,Bank Account,21 Savage
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,Ball For Me (feat. Nicki Minaj),Post Malone
0.656,0.721,5,-5.665,0,0.122,0.298,0,0.173,0.468,148.066,Let You Down,NF
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Lucky You (feat. Joyner Lucas),Eminem
0.479,0.468,5,-5.396,1,0.0274,0.414,0,0.148,0.35,85.913,Stay,Post Malone
0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,Thotiana,Blueface
0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,Freaky Friday (feat. Chris Brown),Lil Dicky
0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie
0.729,0.687,8,-8.06,0,0.25,0.0108,0,0.162,0.683,160.085,Creeping (feat. Rich the Kid),Lil Skies
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,Shake It Up,Trippie Redd
0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj
0.443,0.623,0,-6.717,0,0.0718,0.0468,0,0.247,0.156,79.365,Scared of the Dark (feat. XXXTENTACION),Lil Wayne
0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100.0,No Role Modelz,J. Cole
0.665,0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,Go Flex,Post Malone
0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,JAPAN,Famous Dex
0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky
0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,All The Stars (with SZA),Kendrick Lamar
0.825,0.596,11,-6.33,1,0.0902,0.0592,5.59e-06,0.0895,0.154,140.032,Jumpin on a Jet,Future
0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,White Iverson,Post Malone
0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,Walk It Talk It,Migos
0.872,0.591,6,-6.952,0,0.359,0.111,0,0.144,0.696,131.982,can't leave without it,21 Savage
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug
0.881,0.623,1,-9.662,1,0.119,0.257,1.5e-06,0.0964,0.745,88.953,Foot Fungus,Ski Mask The Slump God
0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,Money Longer,Lil Uzi Vert
0.831,0.795,1,-6.186,1,0.264,0.221,0,0.291,0.744,160.063,Walk,Comethazine
0.716,0.729,5,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975,Missin You Crazy,Russ
0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,LOVE. FEAT. ZACARI.,Kendrick Lamar
0.601,0.59,2,-5.001,1,0.0569,0.186,0,0.0942,0.274,151.952,Rich & Sad,Post Malone
0.739,0.672,1,-6.137,1,0.0738,0.0109,0,0.269,0.445,162.088,First Off (feat. Travis Scott),Future
0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,Nowadays (feat. Landon Cube),Lil Skies
0.638,0.624,10,-5.37,1,0.0798,0.0102,0,0.0944,0.445,159.937,Rich And Blind,Juice WRLD
0.824,0.554,4,-7.118,0,0.115,0.433,0,0.124,0.316,127.003,Sold Out Dates (feat. Lil Baby),Gunna
0.433,0.778,4,-7.681,1,0.041,0.843,0,0.139,0.764,114.208,I Don't Wanna Do This Anymore,XXXTENTACION
0.796,0.68,10,-4.853,0,0.353,0.0886,0,0.268,0.565,164.932,Backin' It Up (feat. Cardi B),Pardison Fontaine
0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,DNA.,Kendrick Lamar
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,WORKIN ME,Quavo
0.712,0.374,0,-10.215,0,0.511,0.795,0,0.187,0.779,133.952,Guardian angel,XXXTENTACION
0.642,0.782,5,-3.395,0,0.0477,0.381,0,0.108,0.396,162.005,Champion (feat. Travis Scott),NAV
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,STOOPID (feat. Bobby Shmurda),6ix9ine
0.674,0.649,1,-8.433,0,0.199,0.191,0,0.122,0.48,153.069,Shoota (feat. Lil Uzi Vert),Playboi Carti
0.61,0.554,0,-5.501,1,0.137,0.0379,3.84e-05,0.166,0.244,159.85,Paranoid,Post Malone
0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,CAN'T SAY,Travis Scott
0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,NUMB,XXXTENTACION
0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,I don’t let go,XXXTENTACION
0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,Mob Ties,Drake
0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,Redbone,Childish Gambino
0.53,0.433,6,-10.598,1,0.185,0.108,0,0.135,0.274,160.14,Exchange,Bryson Tiller
0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,Carry On,XXXTENTACION
0.689,0.584,1,-5.768,0,0.119,0.339,0,0.297,0.676,156.572,Playinwitme (feat. Kehlani),KYLE
0.899,0.586,11,-7.866,0,0.344,0.279,0,0.0836,0.492,150.001,I'm Upset,Drake
0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,Ring (feat. Kehlani),Cardi B
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,BEBE (feat. Anuel Aa),6ix9ine
0.713,0.831,1,-4.75,0,0.15,0.0168,0,0.118,0.584,173.948,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd
0.815,0.816,2,-5.474,1,0.269,0.00299,0,0.159,0.498,181.967,Stir Fry,Migos
0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,what are you so afraid of,XXXTENTACION
0.651,0.833,1,-3.356,1,0.172,0.0214,0,0.14,0.443,155.051,SICKO MODE - Skrillex Remix,Travis Scott
0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,Bartier Cardi (feat. 21 Savage),Cardi B
0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,This Is America,Childish Gambino
0.71,0.888,2,-6.457,1,0.235,0.0591,0,0.134,0.816,170.193,Keanu Reeves,Logic
0.826,0.318,10,-12.391,1,0.0574,0.493,0.0131,0.11,0.138,103.002,Don’t Matter To Me (with Michael Jackson),Drake
0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,All Mine,Kanye West
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,Close Friends (Lil Baby & Gunna),Lil Baby
0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,Him & I (with Halsey),G-Eazy
0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,Losin Control,Russ
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,Look At Me!,XXXTENTACION
0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,1.5,21 Savage
0.544,0.524,8,-7.914,1,0.0621,0.136,0,0.106,0.117,81.982,Love Scars 3,Trippie Redd
0.884,0.541,11,-5.608,1,0.221,0.0831,0,0.118,0.274,105.009,SWISH,Tyga
0.864,0.666,1,-5.525,1,0.234,0.0482,0,0.134,0.538,132.12,On Me (feat. Cardi B),Meek Mill
0.779,0.355,10,-8.971,0,0.0789,0.0624,0,0.159,0.362,128.805,REEL IT IN (feat. Gucci Mane) - Remix,Aminé
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,Unforgettable,French Montana
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,Sin (feat. Jaden Smith),Young Thug
0.753,0.66,5,-6.542,1,0.133,0.161,0,0.236,0.182,95.003,Lie,NF
0.9,0.385,1,-12.189,0,0.435,0.371,0,0.142,0.488,99.964,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",Shoreline Mafia
0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,Love Galore (feat. Travis Scott),SZA
0.571,0.556,1,-5.857,1,0.223,0.0662,0.000149,0.137,0.0762,155.465,Never Stop,Future
0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,Magic In The Hamptons (feat. Lil Yachty),Social House
0.831,0.782,0,-6.274,1,0.15,0.21,0,0.113,0.199,141.869,KOD,J. Cole
0.82,0.568,6,-8.23,0,0.411,0.0256,0,0.0952,0.535,152.279,Be Careful,Cardi B
0.698,0.66,0,-7.883,1,0.052,0.0226,0,0.0622,0.451,159.949,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez
0.669,0.675,1,-2.869,1,0.0337,0.337,1.5e-05,0.109,0.262,160.911,Spoil My Night (feat. Swae Lee),Post Malone
0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,Revenge,XXXTENTACION
0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045,NO BYSTANDERS,Travis Scott
0.896,0.515,2,-5.395,1,0.183,0.0338,0,0.317,0.174,138.016,MotorSport,Migos
0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa
0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,See You Again,"Tyler, The Creator"
0.66,0.55,4,-6.744,1,0.184,0.164,0.000204,0.199,0.299,130.004,Temptation,Future
0.638,0.568,1,-6.579,0,0.159,0.338,0,0.487,0.446,127.806,Promise U That,Future
0.728,0.628,1,-4.766,1,0.191,0.01,6.53e-05,0.0735,0.393,160.94,F&N,Future
0.719,0.825,5,-3.627,0,0.0424,0.689,0,0.103,0.789,100.006,MALA (feat. Anuel Aa),6ix9ine
0.802,0.743,7,-4.82,0,0.0474,0.269,1.36e-06,0.121,0.877,146.03,92 Explorer,Post Malone
0.611,0.466,9,-11.361,1,0.372,0.711,0.000264,0.0847,0.223,192.08,Pretty Little Fears (feat. J. Cole),6LACK
0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,Casper,Takeoff
0.807,0.602,11,-5.005,1,0.274,0.0835,0,0.151,0.252,95.031,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez
0.67,0.752,1,-4.146,1,0.0374,0.041,0,0.0749,0.442,149.961,Everyday,Logic
0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,Dip (feat. Nicki Minaj),Tyga
0.853,0.805,11,-3.331,0,0.202,0.146,0.0515,0.204,0.879,134.55,Call the Coroner,Future
0.833,0.761,11,-4.905,1,0.195,0.0158,1.41e-06,0.161,0.377,134.047,Unicorn Purp (feat. Young Thug & Gunna),Future
0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,Codeine Dreaming (feat. Lil Wayne),Kodak Black
0.802,0.833,11,-4.234,1,0.0832,0.00772,0,0.346,0.132,165.97,Faceshot,Future
0.762,0.553,5,-7.207,0,0.112,0.55,0,0.115,0.773,119.973,Love Drugs and Sex,A Boogie Wit da Hoodie
0.765,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.19,97.001,Don't,Bryson Tiller
0.779,0.591,8,-8.504,1,0.344,0.0508,0,0.1,0.501,86.02,Opps Want Me Dead,Lil Skies
0.813,0.543,1,-6.555,0,0.211,0.088,7.42e-06,0.112,0.165,137.986,Stick to the Models,Future
0.878,0.452,2,-8.695,1,0.496,0.00728,0.000423,0.107,0.425,154.035,Talk Shit Like a Preacher,Future
0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,Sky Walker (feat. Travis Scott),Miguel
0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,I Get The Bag (feat. Migos),Gucci Mane
0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,Plain Jane,A$AP Ferg
0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,No Brainer,DJ Khaled
0.655,0.498,9,-13.147,1,0.0479,0.0186,4.47e-06,0.139,0.508,162.861,No Rest,Lil Skies
0.892,0.651,0,-8.645,0,0.378,0.0989,0,0.371,0.599,105.814,Killshot,Eminem
0.747,0.606,4,-5.286,1,0.172,0.222,0,0.281,0.2,155.055,Dark Queen,Lil Uzi Vert
0.659,0.614,9,-7.32,0,0.0541,0.000404,0,0.123,0.26,119.405,Love Scars,Trippie Redd
0.585,0.709,8,-6.072,1,0.319,0.409,0,0.183,0.21,111.913,Don't Cry (feat. XXXTENTACION),Lil Wayne
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,Hard Work Pays Off,Future
0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,PICK IT UP (feat. A$AP Rocky),Famous Dex
0.876,0.608,8,-6.019,1,0.109,0.0227,1.16e-05,0.107,0.258,124.983,Kung Fu,YBN Cordae
0.738,0.499,5,-7.456,1,0.428,0.0545,0,0.14,0.314,73.152,Krazy but True,Future
0.593,0.0668,11,-15.268,0,0.0722,0.949,1.31e-05,0.194,0.19,102.456,difference (interlude),XXXTENTACION
0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,asmr,21 Savage
0.847,0.661,8,-4.614,1,0.0548,0.000807,0.00126,0.104,0.184,143.979,Servin Killa Kam,Future
0.888,0.665,5,-7.055,0,0.093,0.0151,0,0.219,0.568,78.021,Goin Dummi,Future
0.559,0.761,4,-4.041,0,0.0877,0.131,1.6e-06,0.143,0.24,163.898,Over Now,Post Malone
0.731,0.706,1,-4.958,1,0.417,0.0382,2.41e-05,0.636,0.384,153.074,Overdose,Future
0.877,0.514,2,-5.585,0,0.0657,0.212,0,0.154,0.272,119.998,Freestyle,Lil Baby
0.804,0.459,11,-11.556,1,0.039,0.304,0.0862,0.11,0.372,111.963,Passionfruit,Drake
0.648,0.581,8,-6.958,1,0.315,0.108,0,0.496,0.235,153.947,Baptiize,Future
0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,Reborn,KIDS SEE GHOSTS
0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,Life Goes On,Lil Baby
0.901,0.598,1,-6.934,1,0.17,0.0192,0,0.0791,0.355,117.9,KANGA (feat. Kanye West),6ix9ine
0.829,0.589,1,-7.055,1,0.202,0.0635,0,0.113,0.233,139.971,44 More,Logic
0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,Weekend (feat. Miguel),Mac Miller
0.741,0.556,7,-6.647,0,0.0947,0.22,0,0.0981,0.616,140.056,Come Closer (feat. Queen Naija),A Boogie Wit da Hoodie
0.675,0.747,3,-4.46,0,0.0741,0.00738,0,0.121,0.255,152.928,Ain't Coming Back,Future
0.936,0.588,7,-6.948,0,0.136,0.0146,0,0.139,0.238,124.987,Narcos,Migos
0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,ball w/o you,21 Savage
0.7,0.742,8,-5.233,1,0.347,0.435,0,0.092,0.635,140.172,Tricks on Me,Future
0.671,0.565,11,-7.401,0,0.16,0.274,6.51e-05,0.37,0.561,150.014,I Love,Joyner Lucas
0.865,0.624,8,-8.224,1,0.103,0.033,0,0.0984,0.396,94.94,Bounce Out With That,YBN Nahmir
