danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist
0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,Drew Barrymore,Bryce Vine
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,Sin (feat. Jaden Smith),Young Thug
0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,Beautiful (feat. Camila Cabello),Bazzi
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Lucky You (feat. Joyner Lucas),Eminem
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,Look Alive (feat. Drake),BlocBoy JB
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,Close Friends (Lil Baby & Gunna),Lil Baby
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,Hard Work Pays Off,Future
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Kamikaze,Lil Mosey
0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89.0,Let It Fly (feat. Travis Scott),Lil Wayne
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,Lust,Lil Skies
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,BUTTERFLY EFFECT,Travis Scott
0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-06,0.071,0.438,180.024,Candy Paint,Post Malone
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,Falling Down - Bonus Track,Lil Peep
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,Shake It Up,Trippie Redd
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,HUMBLE.,Kendrick Lamar
0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,Walk It Talk It,Migos
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,Plug Walk,Rich The Kid
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,BEBE,6ix9ine
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,Ball For Me (feat. Nicki Minaj),Post Malone
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,Taking A Walk,Trippie Redd
0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,Dedicate,Lil Wayne
0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,PASS OUT (feat. 21 Savage),Quavo
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,STARGAZING,Travis Scott
0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,REEL IT IN,Aminé
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,Everybody Dies In Their Nightmares,XXXTENTACION
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,YOSEMITE,Travis Scott
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,STOOPID,6ix9ine
0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,Drip Too Hard (Lil Baby & Gunna),Lil Baby
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,God's Plan,Drake
0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,No Stylist,French Montana
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,Topanga,Trippie Redd
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,WORKIN ME,Quavo
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,Hope,XXXTENTACION
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,Legends,Juice WRLD
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am I so in love),XXXTENTACION
0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,1400 / 999 Freestyle,Trippie Redd
0.585,0.709,8,-6.072,1,0.319,0.409,0,0.183,0.21,111.913,Don't Cry (feat. XXXTENTACION),Lil Wayne
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,Self Care,Mac Miller
0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,Nice For What,Drake
0.657,0.613,1,-7.308,1,0.465,0.123,0,0.314,0.485,174.027,Take One,Kodak Black
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,Black & White,Juice WRLD
0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,Congratulations,Post Malone
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,XO TOUR Llif3,Lil Uzi Vert
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,goosebumps,Travis Scott
0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,Roll In Peace (feat. XXXTENTACION),Kodak Black
0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,Drew Barrymore,Bryce Vine
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,Sin (feat. Jaden Smith),Young Thug
0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,Beautiful (feat. Camila Cabello),Bazzi
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Lucky You (feat. Joyner Lucas),Eminem
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,Look Alive (feat. Drake),BlocBoy JB
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,Close Friends (Lil Baby & Gunna),Lil Baby
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,Hard Work Pays Off,Future
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Kamikaze,Lil Mosey
0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89.0,Let It Fly (feat. Travis Scott),Lil Wayne
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,Lust,Lil Skies
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,BUTTERFLY EFFECT,Travis Scott
0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-06,0.071,0.438,180.024,Candy Paint,Post Malone
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,Falling Down - Bonus Track,Lil Peep
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,Shake It Up,Trippie Redd
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,HUMBLE.,Kendrick Lamar
0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,Walk It Talk It,Migos
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,Plug Walk,Rich The Kid
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,BEBE,6ix9ine
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,Ball For Me (feat. Nicki Minaj),Post Malone
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,Taking A Walk,Trippie Redd
0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,Dedicate,Lil Wayne
0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,PASS OUT (feat. 21 Savage),Quavo
0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,Casper,Takeoff
0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,REEL IT IN,Aminé
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,Everybody Dies In Their Nightmares,XXXTENTACION
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,YOSEMITE,Travis Scott
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,STOOPID,6ix9ine
0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,Drip Too Hard (Lil Baby & Gunna),Lil Baby
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,God's Plan,Drake
0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,No Stylist,French Montana
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,Topanga,Trippie Redd
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,WORKIN ME,Quavo
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,Hope,XXXTENTACION
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,Legends,Juice WRLD
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am I so in love),XXXTENTACION
0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,1400 / 999 Freestyle,Trippie Redd
0.585,0.709,8,-6.072,1,0.319,0.409,0,0.183,0.21,111.913,Don't Cry (feat. XXXTENTACION),Lil Wayne
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,Self Care,Mac Miller
0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,Nice For What,Drake
0.657,0.613,1,-7.308,1,0.465,0.123,0,0.314,0.485,174.027,Take One,Kodak Black
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,Black & White,Juice WRLD
0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,Congratulations,Post Malone
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,XO TOUR Llif3,Lil Uzi Vert
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,goosebumps,Travis Scott
0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,Roll In Peace (feat. XXXTENTACION),Kodak Black
0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,Drew Barrymore,Bryce Vine
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,Sin (feat. Jaden Smith),Young Thug
0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,Beautiful (feat. Camila Cabello),Bazzi
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Lucky You (feat. Joyner Lucas),Eminem
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,Look Alive (feat. Drake),BlocBoy JB
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,Close Friends (Lil Baby & Gunna),Lil Baby
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,Hard Work Pays Off,Future
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Kamikaze,Lil Mosey
0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89.0,Let It Fly (feat. Travis Scott),Lil Wayne
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,Lust,Lil Skies
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,BUTTERFLY EFFECT,Travis Scott
0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-06,0.071,0.438,180.024,Candy Paint,Post Malone
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,Falling Down - Bonus Track,Lil Peep
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,Shake It Up,Trippie Redd
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,HUMBLE.,Kendrick Lamar
0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,Walk It Talk It,Migos
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,Plug Walk,Rich The Kid
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,BEBE,6ix9ine
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,Ball For Me (feat. Nicki Minaj),Post Malone
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,Taking A Walk,Trippie Redd
0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,Dedicate,Lil Wayne
0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,PASS OUT (feat. 21 Savage),Quavo
0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,Casper,Takeoff
0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,Praise The Lord (Da Shine),A$AP Rocky
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,REEL IT IN,Aminé
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,Everybody Dies In Their Nightmares,XXXTENTACION
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,YOSEMITE,Travis Scott
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,STOOPID,6ix9ine
0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,Drip Too Hard (Lil Baby & Gunna),Lil Baby
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,God's Plan,Drake
0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,No Stylist,French Montana
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,Topanga,Trippie Redd
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,WORKIN ME,Quavo
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,Hope,XXXTENTACION
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,Legends,Juice WRLD
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am I so in love),XXXTENTACION
0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,1400 / 999 Freestyle,Trippie Redd
0.585,0.709,8,-6.072,1,0.319,0.409,0,0.183,0.21,111.913,Don't Cry (feat. XXXTENTACION),Lil Wayne
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,Self Care,Mac Miller
0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,Nice For What,Drake
0.657,0.613,1,-7.308,1,0.465,0.123,0,0.314,0.485,174.027,Take One,Kodak Black
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,Black & White,Juice WRLD
0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,Congratulations,Post Malone
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,XO TOUR Llif3,Lil Uzi Vert
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,goosebumps,Travis Scott
0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,Roll In Peace (feat. XXXTENTACION),Kodak Black
0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,Drew Barrymore,Bryce Vine
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,Sin (feat. Jaden Smith),Young Thug
0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,Beautiful (feat. Camila Cabello),Bazzi
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Lucky You (feat. Joyner Lucas),Eminem
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,Look Alive (feat. Drake),BlocBoy JB
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,Close Friends (Lil Baby & Gunna),Lil Baby
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,Hard Work Pays Off,Future
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Kamikaze,Lil Mosey
0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89.0,Let It Fly (feat. Travis Scott),Lil Wayne
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,Lust,Lil Skies
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,BUTTERFLY EFFECT,Travis Scott
0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-06,0.071,0.438,180.024,Candy Paint,Post Malone
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,Falling Down - Bonus Track,Lil Peep
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,Shake It Up,Trippie Redd
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,HUMBLE.,Kendrick Lamar
0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,Walk It Talk It,Migos
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,Plug Walk,Rich The Kid
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,BEBE,6ix9ine
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,Ball For Me (feat. Nicki Minaj),Post Malone
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,Taking A Walk,Trippie Redd
0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,Dedicate,Lil Wayne
0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,PASS OUT (feat. 21 Savage),Quavo
0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,Casper,Takeoff
0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,Praise The Lord (Da Shine),A$AP Rocky
0.479,0.468,5,-5.396,1,0.0274,0.414,0,0.148,0.35,85.913,Stay,Post Malone
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,Everybody Dies In Their Nightmares,XXXTENTACION
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,YOSEMITE,Travis Scott
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,STOOPID,6ix9ine
0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,Drip Too Hard (Lil Baby & Gunna),Lil Baby
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,God's Plan,Drake
0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,No Stylist,French Montana
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,Topanga,Trippie Redd
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,WORKIN ME,Quavo
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,Hope,XXXTENTACION
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,Legends,Juice WRLD
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am I so in love),XXXTENTACION
0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,1400 / 999 Freestyle,Trippie Redd
0.585,0.709,8,-6.072,1,0.319,0.409,0,0.183,0.21,111.913,Don't Cry (feat. XXXTENTACION),Lil Wayne
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,Self Care,Mac Miller
0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,Nice For What,Drake
0.657,0.613,1,-7.308,1,0.465,0.123,0,0.314,0.485,174.027,Take One,Kodak Black
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,Black & White,Juice WRLD
0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,Congratulations,Post Malone
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,XO TOUR Llif3,Lil Uzi Vert
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,goosebumps,Travis Scott
0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,Roll In Peace (feat. XXXTENTACION),Kodak Black
0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,Drew Barrymore,Bryce Vine
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,Sin (feat. Jaden Smith),Young Thug
0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,Beautiful (feat. Camila Cabello),Bazzi
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Lucky You (feat. Joyner Lucas),Eminem
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,Look Alive (feat. Drake),BlocBoy JB
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,Close Friends (Lil Baby & Gunna),Lil Baby
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,Hard Work Pays Off,Future
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Kamikaze,Lil Mosey
0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89.0,Let It Fly (feat. Travis Scott),Lil Wayne
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,Lust,Lil Skies
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,BUTTERFLY EFFECT,Travis Scott
0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-06,0.071,0.438,180.024,Candy Paint,Post Malone
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,Falling Down - Bonus Track,Lil Peep
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,Shake It Up,Trippie Redd
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,HUMBLE.,Kendrick Lamar
0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,Walk It Talk It,Migos
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,Plug Walk,Rich The Kid
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,BEBE,6ix9ine
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,Ball For Me (feat. Nicki Minaj),Post Malone
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,Taking A Walk,Trippie Redd
0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,Dedicate,Lil Wayne
0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,PASS OUT (feat. 21 Savage),Quavo
0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,Casper,Takeoff
0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,Praise The Lord (Da Shine),A$AP Rocky
0.479,0.468,5,-5.396,1,0.0274,0.414,0,0.148,0.35,85.913,Stay,Post Malone
0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,NUMB,XXXTENTACION
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,YOSEMITE,Travis Scott
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,STOOPID,6ix9ine
0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,Drip Too Hard (Lil Baby & Gunna),Lil Baby
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,God's Plan,Drake
0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,No Stylist,French Montana
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,Topanga,Trippie Redd
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,WORKIN ME,Quavo
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,Hope,XXXTENTACION
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,Legends,Juice WRLD
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,the remedy for a broken heart (why am I so in love),XXXTENTACION
