danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist
0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,Tennessee Whiskey,Chris Stapleton
0.583,0.572,1,-4.776,1,0.0366,0.738,0,0.266,0.684,113.998,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge
0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,Small Town Boy,Dustin Lynch
0.606,0.652,9,-6.982,1,0.0281,0.323,0,0.201,0.476,97.155,Eyes On You,Chase Rice
0.629,0.464,4,-8.72,1,0.0334,0.75,0,0.0853,0.523,156.051,Best Shot,Jimmie Allen
0.725,0.437,6,-9.602,1,0.0575,0.593,0,0.0842,0.759,83.985,Written in the Sand,Old Dominion
0.594,0.824,9,-4.252,1,0.0458,0.0617,0,0.0861,0.671,116.005,Heartache On The Dance Floor,Jon Pardi
0.655,0.56,9,-6.857,1,0.0486,0.749,0,0.115,0.599,140.975,Rumor,Lee Brice
0.623,0.828,3,-4.272,1,0.0565,0.162,0,0.0976,0.953,82.059,Down To The Honkytonk,Jake Owen
0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,Burning Man,Dierks Bentley
0.555,0.722,11,-6.005,1,0.034,0.119,0,0.0861,0.559,134.058,Yours,Russell Dickerson
0.638,0.367,4,-7.906,1,0.0266,0.84,0,0.0999,0.219,71.957,Mercy,Brett Young
0.51,0.898,11,-3.15,1,0.0696,0.0832,0,0.071,0.596,144.056,Play It Again,Luke Bryan
0.687,0.641,11,-5.814,1,0.03,0.17,0,0.111,0.663,120.04,To a T,Ryan Hurd
0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,Greatest Love Story,LANCO
0.711,0.696,7,-5.05,1,0.0871,0.16,0,0.17,0.694,80.512,Good Girl,Dustin Lynch
0.615,0.68,6,-4.582,1,0.0286,0.364,1.75e-06,0.115,0.702,149.992,Whiskey Glasses,Morgan Wallen
0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,Hangin' On,Chris Young
0.455,0.897,9,-4.879,1,0.0403,0.0183,0,0.174,0.728,160.139,Blue Tacoma,Russell Dickerson
0.707,0.531,1,-7.014,1,0.0273,0.0147,2.11e-06,0.175,0.417,106.992,Sixteen,Thomas Rhett
0.525,0.685,7,-3.954,0,0.0351,0.385,0,0.0731,0.54,78.003,H.O.L.Y.,Florida Georgia Line
0.564,0.904,7,-3.808,1,0.0582,0.00719,0,0.528,0.637,124.102,Caught Up In The Country,Rodney Atkins
0.628,0.757,7,-3.561,1,0.0281,0.113,0,0.263,0.727,96.016,Night Shift,Jon Pardi
0.557,0.511,8,-6.788,1,0.0291,0.254,0,0.099,0.602,156.042,This Is It,Scotty McCreery
0.529,0.663,9,-7.138,1,0.0306,0.456,0,0.142,0.592,148.102,Wagon Wheel,Darius Rucker
0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,Singles You Up,Jordan Davis
0.594,0.808,1,-5.749,1,0.0615,0.601,0,0.119,0.73,144.028,I Don't Know About You,Chris Lane
0.687,0.842,7,-4.382,1,0.058,0.105,0,0.0436,0.778,87.968,Life Changes,Thomas Rhett
0.557,0.676,7,-4.457,1,0.027,0.0661,0,0.0871,0.678,108.016,Head Over Boots,Jon Pardi
0.663,0.738,7,-5.48,1,0.0303,0.032,0.000225,0.0856,0.825,130.02,Unforgettable,Thomas Rhett
0.659,0.902,7,-6.192,1,0.0296,0.13,9.45e-05,0.0574,0.809,124.985,Born to Love You,LANCO
0.705,0.761,0,-4.579,1,0.0298,0.00385,0,0.186,0.819,99.986,Bring It On Over,Billy Currington
0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,Drowns The Whiskey (feat. Miranda Lambert),Jason Aldean
0.488,0.783,11,-3.967,1,0.0725,0.356,0,0.0921,0.664,159.924,Take Back Home Girl (feat. Tori Kelly),Chris Lane
0.549,0.751,9,-5.423,1,0.0299,0.122,0,0.208,0.493,89.953,Do I Make You Wanna,Billy Currington
0.686,0.417,7,-7.787,1,0.0363,0.606,1.79e-06,0.0844,0.451,82.407,Blue Ain't Your Color,Keith Urban
0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,Like I Loved You,Brett Young
0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,Here Tonight,Brett Young
0.738,0.718,1,-5.777,0,0.0414,0.163,0,0.207,0.685,125.047,90's Country,Walker Hayes
0.513,0.949,0,-1.723,1,0.0461,0.0104,0,0.154,0.797,159.985,What Makes You Country,Luke Bryan
0.559,0.754,6,-5.344,0,0.0481,0.00184,0.000462,0.0366,0.438,85.993,Lost in the Middle of Nowhere (feat. Becky G),Kane Brown
0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,Losing Sleep,Chris Young
0.488,0.915,7,-4.255,1,0.0389,0.0406,0,0.351,0.646,75.019,May We All,Florida Georgia Line
0.539,0.859,7,-4.465,1,0.0399,0.0317,0,0.102,0.456,89.937,Make It Sweet,Old Dominion
0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,Springsteen,Eric Church
0.588,0.885,6,-3.046,1,0.0346,0.0788,0,0.175,0.786,129.933,Up Down (feat. Florida Georgia Line),Morgan Wallen
0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,Get Along,Kenny Chesney
0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,Dirt Road Anthem,Jason Aldean
0.607,0.575,8,-7.066,1,0.0252,0.133,2.52e-06,0.0566,0.504,78.341,Broken Halos,Chris Stapleton
0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,All On Me,Devin Dawson
0.507,0.372,1,-8.433,1,0.0303,0.481,0,0.271,0.257,86.422,Break up in the End,Cole Swindell
0.582,0.728,8,-6.151,1,0.0292,0.174,0,0.139,0.537,150.013,Most People Are Good,Luke Bryan
0.455,0.892,6,-3.218,1,0.0566,0.00951,0,0.143,0.641,75.218,Must've Never Met You,Luke Combs
0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.865,The Long Way,Brett Eldredge
0.672,0.622,5,-7.421,0,0.176,0.117,0,0.113,0.561,100.016,Better Off Gone,Logan Mize
0.685,0.783,11,-4.152,1,0.0276,0.116,0,0.194,0.525,90.008,Dirt On My Boots,Jon Pardi
0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,Country Girl (Shake It For Me),Luke Bryan
0.716,0.718,0,-5.355,1,0.0293,0.0896,0,0.473,0.537,100.934,I'd Be Jealous Too,Dustin Lynch
0.519,0.872,2,-3.212,1,0.0616,0.0793,0,0.111,0.74,179.965,Make Me Want To,Jimmie Allen
0.522,0.762,9,-5.059,1,0.0362,0.0961,6.21e-06,0.395,0.486,143.868,"Houston, We Got a Problem",Luke Combs
0.634,0.516,8,-6.05,1,0.0373,0.4,0,0.142,0.769,153.831,Good as You,Kane Brown
0.505,0.79,3,-5.442,0,0.035,0.263,0.0884,0.123,0.445,155.934,Hometown Girl,Josh Turner
0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,House Party,Sam Hunt
0.575,0.845,10,-3.838,1,0.035,0.0282,0,0.0814,0.376,127.997,I'm Comin' Over,Chris Young
0.439,0.802,7,-3.644,1,0.054,0.333,0,0.377,0.725,168.032,"God, Your Mama, And Me",Florida Georgia Line
0.552,0.573,9,-6.585,1,0.0948,0.0463,0,0.105,0.525,182.14,Love That About You,Filmore
0.758,0.867,11,-5.087,1,0.0475,0.152,0,0.308,0.964,102.018,Hotel Key,Old Dominion
0.597,0.721,9,-6.422,1,0.0356,0.0362,0,0.0832,0.437,132.054,Hooked,Dylan Scott
0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,Parachute,Chris Stapleton
0.697,0.82,1,-4.275,1,0.0448,0.00928,0.000118,0.122,0.815,94.995,Never Comin Down,Keith Urban
0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,I Don't Dance,Lee Brice
0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,Love Someone,Brett Eldredge
0.563,0.745,2,-4.753,1,0.0288,0.24,4.96e-05,0.11,0.28,121.015,Thought About You,Tim McGraw
0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,Any Ol' Barstool,Jason Aldean
0.472,0.884,9,-2.306,1,0.0584,0.185,0,0.178,0.718,159.96,"Sunrise, Sunburn, Sunset",Luke Bryan
0.7,0.492,8,-8.84,1,0.0307,0.417,0,0.132,0.449,97.001,Homesick,Kane Brown
0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,Hard To Love,Lee Brice
0.611,0.8,0,-5.61,1,0.0377,0.257,0,0.194,0.527,89.974,I Like The Sound Of That,Rascal Flatts
0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148.0,Cruise,Florida Georgia Line
0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,169.784,Wanted,Hunter Hayes
0.621,0.477,0,-5.284,1,0.0334,0.202,0,0.215,0.481,81.976,Parallel Line,Keith Urban
0.505,0.837,2,-5.146,1,0.0358,0.17,0,0.113,0.623,140.066,People Are Different,Florida Georgia Line
0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.61,90.987,Knee Deep (feat. Jimmy Buffett),Zac Brown Band
0.647,0.857,2,-5.381,1,0.0397,0.0318,0,0.0212,0.771,95.996,T-Shirt,Thomas Rhett
0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,This Is How We Roll,Florida Georgia Line
0.583,0.479,4,-7.601,1,0.0328,0.799,0,0.115,0.462,169.95,Maybe We Will,Noah Schnacky
0.485,0.306,0,-8.431,1,0.0409,0.794,0,0.122,0.224,203.729,Drunk Girl,Chris Janson
0.612,0.848,6,-3.736,1,0.0368,0.00916,0,0.366,0.719,120.996,All the Pretty Girls,Kenny Chesney
0.589,0.641,5,-8.12,1,0.0838,0.205,0,0.0864,0.57,160.031,Record Year,Eric Church
0.65,0.782,8,-4.295,1,0.0721,0.295,0,0.107,0.944,171.988,No Such Thing as a Broken Heart,Old Dominion
0.487,0.859,4,-4.403,1,0.0488,0.00204,0,0.322,0.377,148.037,Last Shot,Kip Moore
0.607,0.841,9,-3.772,0,0.0371,0.000899,0,0.34,0.505,104.978,Craving You,Thomas Rhett
0.643,0.72,2,-7.146,1,0.0527,0.014,0,0.0834,0.491,96.028,Miss Me More,Kelsea Ballerini
0.614,0.472,7,-6.626,1,0.0297,0.158,0,0.111,0.168,146.005,Make You Miss Me,Sam Hunt
0.652,0.719,1,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969,My Girl,Dylan Scott
0.602,0.463,10,-9.666,1,0.0279,0.165,0.00968,0.0975,0.454,142.635,Millionaire,Chris Stapleton
0.66,0.754,4,-2.84,0,0.051,0.0626,0,0.1,0.899,110.02,That's My Kind Of Night,Luke Bryan
0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,You Broke Up with Me,Walker Hayes
0.6,0.808,4,-4.679,1,0.0403,0.208,0,0.196,0.809,172.016,Barefoot Blue Jean Night,Jake Owen
0.582,0.885,11,-5.45,1,0.0385,0.0306,0,0.378,0.593,112.027,You're In It,Granger Smith
0.612,0.878,6,-3.556,1,0.0452,0.0875,0,0.0505,0.599,94.014,I Was Jack (You Were Diane),Jake Owen
0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,If I Die Young,The Band Perry
0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,Runnin' Outta Moonlight,Randy Houser
0.531,0.746,11,-4.228,1,0.0329,0.0972,0,0.102,0.304,139.788,Middle of a Memory,Cole Swindell
0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,How Not To,Dan + Shay
0.536,0.761,7,-5.532,1,0.0287,0.0141,0,0.133,0.495,82.007,How Does It Sound,Dylan Schneider
0.742,0.363,1,-8.188,1,0.0282,0.671,1.43e-06,0.145,0.351,130.921,Dive - Recorded At Sound Stage Nashville,Luke Combs
0.579,0.776,8,-5.365,1,0.173,0.0749,0,0.239,0.434,136.044,Break Up In A Small Town,Sam Hunt
0.503,0.824,3,-4.039,1,0.0524,0.083,0,0.21,0.448,161.981,It Don't Hurt Like It Used To,Billy Currington
0.602,0.929,6,-2.741,0,0.0839,0.118,0,0.103,0.677,130.024,Light It Up,Luke Bryan
0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,Love Ain't,Eli Young Band
0.615,0.632,3,-5.382,1,0.0374,0.0685,0,0.108,0.56,152.035,Break Up with Him,Old Dominion
0.733,0.589,7,-7.37,1,0.1,0.0476,5.85e-06,0.0366,0.867,170.097,American Kids,Kenny Chesney
0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,Humble And Kind,Tim McGraw
0.57,0.684,6,-7.054,1,0.0465,0.136,0,0.205,0.531,89.012,Kiss Somebody,Morgan Evans
0.651,0.782,1,-4.622,1,0.0303,0.23,0,0.139,0.619,94.94,All To Myself,Dan + Shay
0.494,0.63,6,-5.037,1,0.0436,0.0332,0,0.115,0.287,81.824,Heart's Having a Hard Time,Filmore
0.439,0.754,9,-5.566,1,0.0323,0.00512,7.45e-06,0.186,0.668,205.958,Drunk On A Plane,Dierks Bentley
0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,Everything's Gonna Be Alright,David Lee Murphy
0.395,0.541,1,-5.484,1,0.0319,0.319,3.03e-05,0.0857,0.237,80.365,On My Way to You,Cody Johnson
0.538,0.755,9,-5.22,1,0.0532,0.097,0,0.11,0.697,169.811,The Difference,Tyler Rich
0.574,0.482,1,-6.875,1,0.0472,0.379,0,0.174,0.428,67.037,Speechless - Acoustic,Dan + Shay
0.523,0.774,7,-5.982,1,0.0459,0.0399,0,0.168,0.46,99.971,Friends Don't,Maddie & Tae
0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613,Slow Burn,Kacey Musgraves
0.626,0.707,5,-5.755,0,0.0425,0.0169,0,0.0772,0.653,88.543,Sleep Without You,Brett Young
0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,Night Train,Jason Aldean
0.717,0.796,6,-3.677,1,0.0303,0.0189,8.94e-05,0.19,0.942,105.017,Homegrown,Zac Brown Band
0.46,0.821,4,-5.333,0,0.0404,0.0528,0,0.0818,0.438,164.144,Found You,Kane Brown
0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,Fire Away,Chris Stapleton
0.678,0.839,7,-3.617,1,0.0394,0.0379,0,0.0742,0.772,104.952,How Country Feels,Randy Houser
0.498,0.408,6,-7.946,1,0.0331,0.644,0,0.0993,0.383,78.942,Boy,Lee Brice
0.517,0.652,7,-6.153,1,0.0323,0.325,0,0.109,0.333,156.07,Five More Minutes,Scotty McCreery
0.431,0.195,5,-13.207,1,0.0518,0.802,0,0.0862,0.157,80.983,Christmas Time Is Here - Recorded at Sound Emporium Nashville,Devin Dawson
0.532,0.64,9,-6.684,1,0.0314,0.344,0,0.361,0.308,84.029,If I Told You,Darius Rucker
0.547,0.804,6,-5.268,1,0.0361,0.00738,0,0.0308,0.666,142.016,For The First Time,Darius Rucker
0.628,0.708,11,-7.045,0,0.0287,0.309,1.32e-06,0.109,0.276,111.047,Turnin' Me On,Blake Shelton
0.546,0.805,0,-4.251,1,0.0348,0.125,9.27e-06,0.148,0.387,77.029,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan
0.358,0.708,4,-3.736,1,0.0315,0.0006,0.00498,0.281,0.227,150.966,Crazy Girl,Eli Young Band
0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,Butterflies,Kacey Musgraves
0.633,0.683,3,-6.326,0,0.0301,0.268,7.78e-06,0.113,0.463,129.97,What's Mine Is Yours,Kane Brown
0.557,0.807,7,-5.428,1,0.0825,0.189,0,0.234,0.578,81.045,Happens Like That,Granger Smith
0.681,0.845,11,-5.147,0,0.0525,0.0304,0,0.197,0.761,132.023,The Fighter,Keith Urban
0.573,0.635,7,-6.621,1,0.0275,0.000598,0,0.0845,0.447,144.031,Somewhere On A Beach,Dierks Bentley
0.626,0.913,0,-4.452,1,0.0318,0.00635,0,0.293,0.946,113.044,Drink In My Hand,Eric Church
0.563,0.772,5,-6.737,1,0.0593,0.00101,1.95e-05,0.214,0.394,119.909,"Woman, Amen",Dierks Bentley
0.672,0.876,7,-7.425,1,0.0313,0.0483,0.000297,0.206,0.887,94.998,Never Comin Down - Recorded At Sound Stage Studios Nashville,Keith Urban
0.67,0.737,9,-6.794,1,0.0434,0.223,0,0.325,0.754,92.983,Sunshine & Whiskey,Frankie Ballard
0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,Need You Now,Lady Antebellum
0.497,0.805,11,-3.995,1,0.0332,0.125,0,0.167,0.696,166.048,Song for Another Time,Old Dominion
0.558,0.719,11,-5.603,1,0.0419,0.101,0,0.212,0.483,158.031,Take Your Time,Sam Hunt
0.44,0.793,6,-3.95,1,0.0502,0.0677,0,0.0788,0.447,143.599,GIRL,Maren Morris
0.619,0.684,1,-5.616,1,0.0441,0.0523,0,0.135,0.814,95.99,Country Song,Filmore
0.47,0.79,2,-5.352,1,0.039,0.0216,0,0.0863,0.495,158.061,Highway Don't Care,Tim McGraw
0.581,0.856,3,-4.0,1,0.0783,0.183,0,0.0871,0.918,169.902,Take A Back Road,Rodney Atkins
0.725,0.674,11,-5.254,0,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057,High Horse,Kacey Musgraves
0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,The Weekend,Brantley Gilbert
0.5,0.225,0,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,Girl Crush,Little Big Town
0.604,0.879,4,-3.389,1,0.0323,0.0498,0,0.0936,0.765,137.993,The Way I Talk,Morgan Wallen
0.462,0.977,0,-3.805,1,0.045,0.00172,0,0.352,0.746,154.038,Anything Goes,Florida Georgia Line
0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,Round Here,Florida Georgia Line
0.461,0.658,11,-5.752,1,0.0385,0.112,0,0.113,0.566,171.839,Tequila - Acoustic,Dan + Shay
0.616,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.567,111.959,Think of You,Chris Young
0.646,0.724,9,-6.96,1,0.0265,0.017,1.39e-06,0.153,0.54,115.984,Sangria,Blake Shelton
0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,Burnin' It Down,Jason Aldean
0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,I Lived It,Blake Shelton
0.443,0.831,11,-5.606,1,0.0616,0.414,0,0.204,0.588,182.064,Drunk On Your Love,Brett Eldredge
0.626,0.836,8,-5.643,1,0.0439,0.0424,0,0.0565,0.637,99.997,Hell If I Know,Chase Bryant
0.697,0.531,2,-7.141,1,0.0268,0.251,0.000125,0.0954,0.631,99.98,Slower,Austin Burke
0.584,0.672,1,-8.309,1,0.0294,0.0538,0.0481,0.0885,0.556,144.0,Talladega,Eric Church
0.661,0.785,4,-5.623,1,0.0369,0.445,0.000266,0.0854,0.371,91.975,Different For Girls,Dierks Bentley
0.672,0.666,11,-5.116,1,0.0578,0.425,0.000222,0.0885,0.587,79.023,Wannabe,Dylan Schneider
0.596,0.855,1,-2.255,1,0.0474,0.197,0,0.11,0.811,172.082,Kick The Dust Up,Luke Bryan
0.589,0.704,4,-4.772,1,0.0303,0.151,0,0.067,0.437,84.956,Nothin' Like You,Dan + Shay
0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,A Guy With a Girl,Blake Shelton
0.667,0.381,3,-7.494,1,0.0294,0.458,0,0.116,0.199,135.979,Colder Weather,Zac Brown Band
0.559,0.665,7,-6.233,1,0.027,0.403,0,0.14,0.397,75.023,With You I Am,Cody Johnson
0.687,0.625,1,-6.942,0,0.0284,0.042,0,0.151,0.866,104.027,Look At You,Seth Ennis
0.551,0.836,2,-5.182,1,0.0338,0.0249,1.33e-05,0.222,0.911,147.954,Nothing To Do Town,Dylan Scott
0.543,0.837,11,-6.448,1,0.0608,0.117,0,0.0872,0.506,168.056,It Goes Like This,Thomas Rhett
0.667,0.527,0,-4.6,1,0.0277,0.000159,0.0117,0.0969,0.664,104.032,Even If It Breaks Your Heart,Eli Young Band
0.638,0.854,1,-4.664,1,0.11,0.216,0,0.0357,0.859,93.869,Every Little Thing,Russell Dickerson
0.638,0.634,6,-6.474,1,0.0468,0.214,0,0.0866,0.473,92.097,I Could Use a Love Song,Maren Morris
0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,Round Here Buzz,Eric Church
0.663,0.656,1,-6.548,1,0.0413,0.27,0.000279,0.117,0.56,120.037,Black,Dierks Bentley
0.629,0.878,9,-3.535,1,0.0443,0.392,0,0.0899,0.714,137.989,Strip It Down,Luke Bryan
0.554,0.794,11,-5.417,1,0.035,0.0697,0,0.63,0.79,176.01,Somethin' 'Bout A Truck,Kip Moore
0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,My Church,Maren Morris
0.607,0.514,4,-6.631,1,0.0323,0.363,0,0.258,0.414,75.978,Die From A Broken Heart,Maddie & Tae
0.488,0.833,11,-6.571,1,0.0437,0.0352,0.0172,0.34,0.751,174.006,Backroad Song,Granger Smith
0.369,0.3,0,-11.994,1,0.0317,0.921,0.000718,0.168,0.24,75.745,Christmas Time Is Here,Brett Eldredge
0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,I Don't Want This Night To End,Luke Bryan
0.687,0.793,5,-3.577,1,0.0333,0.305,3.23e-06,0.1,0.673,100.991,Snapback,Old Dominion
0.555,0.746,2,-5.522,1,0.033,0.00825,0,0.0796,0.712,75.01,More Girls Like You,Kip Moore
0.561,0.756,11,-5.056,1,0.0287,0.0127,8.34e-05,0.233,0.702,145.129,Love You Like That,Canaan Smith
0.479,0.87,7,-5.739,1,0.0442,0.143,0,0.129,0.537,170.047,Bottoms Up,Brantley Gilbert
0.548,0.742,1,-4.757,1,0.0287,0.108,0,0.0852,0.352,143.966,Mysteries of the World,Walker McGuire
0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,Boys 'Round Here (feat. Pistol Annies & Friends),Blake Shelton
0.567,0.477,8,-8.781,0,0.0331,0.186,4.86e-05,0.111,0.321,85.019,Female,Keith Urban
0.624,0.696,11,-6.006,1,0.0469,0.109,0,0.132,0.392,82.001,Downtown's Dead,Sam Hunt
0.58,0.587,6,-6.965,1,0.029,0.336,0,0.355,0.246,139.929,Used to You,Luke Combs
0.558,0.872,9,-4.401,1,0.0449,0.178,0,0.173,0.472,143.971,Drunk On You,Luke Bryan
0.681,0.474,7,-8.623,0,0.0423,0.621,1.24e-06,0.137,0.7,71.957,A Holly Jolly Christmas,Brett Eldredge
0.666,0.694,10,-7.184,1,0.0333,0.0374,0,0.124,0.354,115.07,Ride (feat. Macy Maloy),Chase Rice
0.672,0.721,7,-5.557,1,0.0246,0.3,1.98e-06,0.279,0.812,99.978,Burn Out,Midland
0.63,0.692,11,-6.709,1,0.0606,0.0673,0,0.2,0.593,119.972,Dear God,Hunter Hayes
0.74,0.777,5,-4.405,1,0.0329,0.0178,1.27e-06,0.0665,0.834,104.989,A Girl Like You,Easton Corbin
0.555,0.896,0,-3.295,1,0.0388,0.00434,0,0.145,0.578,114.995,Flatliner (feat. Dierks Bentley),Cole Swindell
0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,Traveller,Chris Stapleton
0.621,0.568,2,-8.795,1,0.0311,0.145,1.65e-06,0.108,0.724,148.047,Diamonds or Twine,Ryan Hurd
0.447,0.429,1,-7.36,1,0.028,0.718,0.0163,0.105,0.074,116.521,Space Cowboy,Kacey Musgraves
0.514,0.951,9,-3.813,1,0.0603,0.0951,0,0.349,0.838,171.96,Leave The Night On,Sam Hunt
0.525,0.674,1,-6.053,1,0.0282,0.0405,0,0.339,0.431,147.978,Used to Love You Sober,Kane Brown
0.693,0.789,5,-5.161,0,0.0315,0.0768,1.19e-06,0.178,0.795,130.025,Crash And Burn,Thomas Rhett
0.768,0.809,4,-4.204,0,0.0616,0.278,0,0.139,0.748,111.989,Mama's Broken Heart,Miranda Lambert
0.432,0.796,4,-2.952,0,0.049,0.486,0,0.355,0.563,183.935,More,Clare Dunn
0.555,0.89,6,-5.533,1,0.0309,0.0414,0.131,0.147,0.513,96.987,Stay A Little Longer,Brothers Osborne
0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-06,0.136,0.664,171.72,Babe,Sugarland
